,index,0
6317,collinear,8
6318,emergence,11
6319,dsphs,3
6320,fornax,7
6321,dsph,4
6322,cored,2
6323,eff,9
6324,rm,25
6325,outskirts,10
6326,jfactor,3
6327,gev2,2
6328,theta,10
6329,dielectrics,2
6330,buckling,5
6331,columns,13
6332,crosssections,6
6333,straight,7
6334,chigammag,4
6335,moore,7
6336,kappag,2
6337,su2,9
6338,linearize,2
6339,decouple,4
6340,winding,5
6341,newborn,2
6342,life,8
6343,ingredients,5
6344,shearhall,3
6345,induction,2
6346,kinematically,7
6347,omegas,3
6348,outward,6
6349,antiparallel,4
6350,kerr,20
6351,reason,7
6352,extraordinary,3
6353,noncollinear,7
6354,fictitious,4
6355,insulating,6
6356,magnets,3
6357,ferromagnet,3
6358,magnetoresistance,9
6359,nonlocality,5
6360,bc,2
6361,fieldinduced,4
6362,semimetallic,4
6363,upturn,11
6364,resistance,12
6365,picked,2
6366,nonlocal,31
6367,precessing,2
6368,ram,4
6369,impinging,5
6370,deceleration,6
6371,twisting,2
6372,quadraticresponse,2
6373,conceptually,4
6374,gaasalas,2
6375,superlattices,7
6376,localdensity,2
6377,pseudopotentials,3
6378,constituents,7
6379,valence,15
6380,loworder,4
6381,multipole,7
6382,tens,5
6383,desired,21
6384,longrange,5
6385,bandit,15
6386,rewards,5
6387,ignoring,3
6388,tradeoff,11
6389,ucb,2
6390,counters,3
6391,solely,8
6392,cmz,2
6393,deviate,3
6394,extrapolating,2
6395,published,22
6396,chi2,11
6397,nonlinearities,11
6398,generalisations,3
6399,einsteinpodolskyrosen,2
6400,paradox,4
6401,congruence,6
6402,worldlines,2
6403,stopped,4
6404,worldline,2
6405,write,7
6406,gyroscope,2
6407,pursued,2
6408,jantzen,2
6409,ann,4
6410,jonsson,2
6411,intuitive,7
6412,forthcoming,3
6413,entirely,12
6414,notation,2
6415,bridges,8
6416,microstructures,2
6417,tempered,2
6418,eps,5
6419,attracting,2
6420,heps,9
6421,nonhermitian,6
6422,coalesce,2
6423,nonunitary,3
6424,lindblad,2
6425,leps,7
6426,theorems,6
6427,shifted,11
6428,efforts,6
6429,messagepassing,2
6430,autoencoders,4
6431,vae,6
6432,amortized,3
6433,naturalgradient,2
6434,retaining,3
6435,phimapping,2
6436,1pinfty,3
6437,p2,6
6438,dothspmathbbrd,2
6439,fracd2,2
6440,fracdp,3
6441,fracd2p,2
6442,cannone,5
6443,meyer,6
6444,indexes,2
6445,sfracdp1,2
6446,norm,20
6447,eigenvector,2
6448,decompositions,10
6449,centered,11
6450,eigenvectors,3
6451,orthonormal,3
6452,ppt,2
6453,orthogonality,3
6454,dropped,4
6455,separating,7
6456,holonomic,3
6457,realizing,8
6458,multiqubit,7
6459,n1qubit,2
6460,controlledboldsymbolmathrmncdot,2
6461,mathrmsigma,2
6462,cepheid,3
6463,tullyfisher,6
6464,mb,4
6465,sdm,2
6466,flavor,12
6467,lfv,4
6468,tanbeta,3
6469,superpartner,2
6470,sizable,2
6471,tesla,4
6472,bbarb,2
6473,book,6
6474,qbism,8
6475,people,4
6476,doesnt,4
6477,paradoxes,3
6478,pocket,2
6479,really,4
6480,resolving,2
6481,notorious,3
6482,solves,7
6483,pin,2
6484,says,2
6485,thirdly,2
6486,scientific,16
6487,topic,19
6488,darkexp,5
6489,selfgravitating,5
6490,millenniumii,2
6491,elsewhere,5
6492,rhor,4
6493,ne,10
6494,though,25
6495,expressiveness,2
6496,complicates,2
6497,decoupled,5
6498,accelerate,3
6499,impossible,8
6500,delta3,2
6501,biasing,2
6502,overdensity,3
6503,routine,3
6504,fortran,3
6505,mis,2
6506,implements,4
6507,worst,4
6508,blmssm,2
6509,superfields,11
6510,eblmssm,2
6511,confine,2
6512,h0rightarrow,2
6513,eigenstate,2
6514,aperiodic,3
6515,word,14
6516,higgsinos,2
6517,measurability,2
6518,compatibility,4
6519,strengthens,2
6520,imperfections,4
6521,setups,3
6522,phasing,2
6523,cepheids,3
6524,qualify,2
6525,ubiquitous,5
6526,longevity,2
6527,contrasts,9
6528,tracers,10
6529,amplifications,2
6530,regulates,2
6531,vorticity,9
6532,towers,2
6533,whilst,6
6534,softening,4
6535,collimation,4
6536,stages,19
6537,survive,6
6538,reaching,14
6539,mgre,2
6540,dy,3
6541,pr,2
6542,tb,4
6543,quasiharmonic,2
6544,modulus,16
6545,intermetallics,3
6546,highmobility,2
6547,gases,6
6548,situ,9
6549,mobilities,3
6550,hz,19
6551,3sigma,4
6552,zrm,2
6553,distribute,2
6554,narrowband,10
6555,seyfert,16
6556,ngc1068,3
6557,adjusted,4
6558,cusp,10
6559,pointsource,2
6560,cuspy,4
6561,r1,6
6562,steeper,11
6563,unreasonable,4
6564,halflight,7
6565,putative,3
6566,torus,19
6567,ak,3
6568,claimed,9
6569,affects,10
6570,cancellation,9
6571,actually,13
6572,misses,2
6573,maxwellian,2
6574,reality,7
6575,neither,14
6576,contexts,5
6577,actual,11
6578,remainder,2
6579,settle,2
6580,spindependent,7
6581,exploitation,2
6582,serious,7
6583,atypical,2
6584,adverse,2
6585,witten,2
6586,microarray,2
6587,patients,8
6588,cran,2
6589,repository,3
6590,viscosity,14
6591,s12,4
6592,decelerated,4
6593,s0,5
6594,belldiagonal,3
6595,move,13
6596,discord,2
6597,depict,2
6598,nondissipative,4
6599,player,10
6600,chooses,2
6601,hypothesise,2
6602,curiosity,3
6603,players,4
6604,resonators,11
6605,psd,2
6606,clumpy,7
6607,opticaluv,3
6608,laszlo,2
6609,finitely,5
6610,nk,5
6611,tuza,3
6612,ha,7
6613,oii,3
6614,signify,2
6615,eas,14
6616,poststarburst,8
6617,migrate,5
6618,galex,3
6619,uvexcess,5
6620,rsf,2
6621,ea,7
6622,uvoptical,2
6623,refer,7
6624,experienced,2
6625,starbursts,9
6626,passively,2
6627,arrival,4
6628,dotek,3
6629,centroids,2
6630,hundred,7
6631,resides,4
6632,evident,5
6633,troughs,3
6634,na,17
6635,ix,4
6636,xii,2
6637,absorber,4
6638,diagnostics,4
6639,ar,13
6640,blueshifted,10
6641,redshifted,3
6642,blackhole,4
6643,smbs,2
6644,broadline,5
6645,feeding,2
6646,gaugefixing,3
6647,prevailing,3
6648,transformed,4
6649,scatterers,3
6650,develops,7
6651,methodological,2
6652,success,19
6653,thesis,4
6654,bekensteinhawking,3
6655,fivedimensional,5
6656,localization,9
6657,tn,4
6658,supercharges,2
6659,extremization,2
6660,s5,5
6661,solitonic,2
6662,companies,6
6663,want,3
6664,manage,2
6665,learners,9
6666,track,4
6667,imagenet,3
6668,division,3
6669,multicore,2
6670,fibers,15
6671,mcfs,3
6672,heterogeneous,5
6673,option,3
6674,rectangle,3
6675,appeared,8
6676,pairwise,11
6677,dyadic,3
6678,concerns,7
6679,umbrella,2
6680,completion,8
6681,multitask,8
6682,appealing,4
6683,groove,4
6684,trough,2
6685,eigenmode,4
6686,eigenmodes,9
6687,grooved,2
6688,phasespace,10
6689,alters,3
6690,destabilized,2
6691,motional,2
6692,methanol,4
6693,masers,17
6694,subsets,8
6695,expanded,5
6696,submillimeter,11
6697,dr21oh,4
6698,dr21w,2
6699,multitransition,2
6700,overlaps,3
6701,scurve,2
6702,incorrect,5
6703,thz,11
6704,bursts,30
6705,assisted,4
6706,mhz,10
6707,microresonators,2
6708,signed,9
6709,selfinteraction,6
6710,oscillatons,3
6711,counterparts,20
6712,oscillatory,4
6713,sbranch,2
6714,soscillatons,2
6715,prevented,2
6716,diluted,5
6717,mn,25
6718,dl,12
6719,ml,5
6720,spacer,5
6721,curie,4
6722,tc,3
6723,ph,3
6724,expects,2
6725,experiences,7
6726,reaches,12
6727,identity,13
6728,consisted,3
6729,wavefunction,6
6730,wavepackets,4
6731,overlapping,10
6732,regarded,4
6733,twophoton,7
6734,hongoumandel,2
6735,straggler,4
6736,bs,2
6737,detections,10
6738,reinforce,3
6739,spread,3
6740,calls,3
6741,timeresolved,4
6742,arpes,2
6743,ti,11
6744,bi2se3,2
6745,depths,6
6746,phonons,6
6747,acyclic,8
6748,digraph,4
6749,digraphs,3
6750,sidelength,2
6751,diamonds,11
6752,indirectly,6
6753,entry,3
6754,table,4
6755,facts,4
6756,highenergy,13
6757,expectation,20
6758,subtracted,2
6759,super,15
6760,decommissioning,2
6761,neuroscientists,2
6762,bear,2
6763,resemblance,4
6764,surroundings,4
6765,stimuli,5
6766,movie,2
6767,rb,3
6768,contradictory,3
6769,buffer,2
6770,corrupted,8
6771,imposes,6
6772,corundum,2
6773,cr2o3,2
6774,corrosion,3
6775,stainless,2
6776,rhombohedral,2
6777,prismatic,3
6778,pyramidal,4
6779,cr,13
6780,termination,5
6781,bilinear,5
6782,infinitesimal,3
6783,bcc,3
6784,collects,2
6785,encountered,7
6786,modestly,2
6787,gog,2
6788,triangles,7
6789,trapezoids,3
6790,ballistic,3
6791,timereversal,2
6792,availability,3
6793,exoplanets,3
6794,pk,2
6795,falling,11
6796,keplerian,6
6797,qpps,3
6798,fastmode,2
6799,qpfs,6
6800,disturbance,3
6801,filled,7
6802,abovethelooptop,3
6803,oscillating,10
6804,chromospheric,10
6805,evaporation,12
6806,diffusive,8
6807,stretching,6
6808,specular,3
6809,alpha0,2
6810,covers,10
6811,gainswitched,2
6812,pulsing,2
6813,synchronization,3
6814,kept,7
6815,supplied,4
6816,conveniently,3
6817,cw,3
6818,named,8
6819,controllable,7
6820,localintime,3
6821,uin,3
6822,u0,8
6823,bmo,4
6824,refinement,5
6825,analyticity,2
6826,assistance,7
6827,1norm,2
6828,norms,7
6829,covariance,24
6830,eur,2
6831,bf,19
6832,olivares,2
6833,arxiv,5
6834,lapse,2
6835,fr,20
6836,arrive,4
6837,absorb,2
6838,wesszumino,7
6839,counter,5
6840,admissible,4
6841,tracking,7
6842,radiativetransfer,2
6843,submm,5
6844,hcn,33
6845,cii,8
6846,oi,3
6847,drives,5
6848,sf,24
6849,consist,5
6850,denser,7
6851,confront,2
6852,cmass,3
6853,lenses,7
6854,multiband,3
6855,hyper,3
6856,suprimecam,2
6857,nfw,9
6858,logarithm,7
6859,chains,15
6860,pcdotharmonic,4
6861,doubling,5
6862,luttinger,2
6863,twice,8
6864,originates,7
6865,inappropriate,3
6866,pseudopotential,3
6867,suggestions,2
6868,massredshift,2
6869,placing,7
6870,posteriori,2
6871,driftdiffusion,2
6872,blow,5
6873,dimer,4
6874,varied,6
6875,marks,4
6876,speaker,3
6877,plda,4
6878,saxj210354545,3
6879,april,2
6880,pdot,2
6881,ss,3
6882,relaxations,8
6883,semidefinite,8
6884,polynomialtime,5
6885,hardness,5
6886,clique,9
6887,phasefield,2
6888,threepoint,3
6889,perovskite,11
6890,rave,4
6891,gaia,12
6892,lined,3
6893,sb1,4
6894,inspect,2
6895,sb2,2
6896,rvs,2
6897,joining,4
6898,doublediffusive,3
6899,thermally,7
6900,turbulence,31
6901,successively,2
6902,merge,7
6903,compositional,2
6904,deepest,2
6905,donor,3
6906,bi,3
6907,splits,7
6908,hyperpolarization,2
6909,donors,3
6910,epr,2
6911,nonreciprocal,2
6912,diodes,4
6913,circulators,2
6914,magnetooptical,4
6915,birefringent,3
6916,equivalently,7
6917,travelling,9
6918,pave,5
6919,memories,7
6920,sensors,6
6921,langevin,2
6922,sgld,2
6923,adjust,3
6924,columnconvex,4
6925,polygons,6
6926,rational,9
6927,polyomino,2
6928,polyominoes,4
6929,2column,2
6930,unlikely,8
6931,interpolates,2
6932,wideband,2
6933,karl,3
6934,jansky,3
6935,faraday,17
6936,equipartition,6
6937,reached,8
6938,comprehensively,2
6939,su11,2
6940,parity,8
6941,beat,3
6942,shotnoise,2
6943,cnd,7
6944,apex,7
6945,h13cn,2
6946,h13co,4
6947,northern,9
6948,cm3,17
6949,rovibrational,6
6950,clump,5
6951,bringing,4
6952,parabolichyperbolic,2
6953,timeweighted,2
6954,mader,2
6955,k1connected,2
6956,auxiliary,12
6957,rbm,3
6958,speculated,2
6959,1dimensional,2
6960,slopes,5
6961,speculate,6
6962,polytropic,4
6963,massanisotropy,2
6964,presently,5
6965,rhochannel,2
6966,nc,13
6967,unitarization,2
6968,looking,6
6969,degenerated,2
6970,phenomenologically,2
6971,honeycomb,9
6972,bond,7
6973,occupancy,7
6974,susceptibility,6
6975,exponents,7
6976,endpoint,2
6977,containment,3
6978,parameterizing,3
6979,storage,12
6980,derives,2
6981,distinctive,5
6982,bifurcation,8
6983,gravitycapillary,2
6984,nonnegative,13
6985,reformulation,3
6986,contiguous,2
6987,concluded,6
6988,west,6
6989,blended,5
6990,documented,3
6991,lenticular,4
6992,k0,4
6993,bto,3
6994,factory,2
6995,imposing,5
6996,noncommutative,14
6997,upq2,2
6998,pq,5
6999,constituting,3
7000,gammastring,2
7001,disruption,10
7002,cdot,4
7003,mbh,14
7004,dndt,2
7005,propto,15
7006,nb,5
7007,mbhsigma,2
7008,bears,2
7009,ntype,3
7010,sidoped,2
7011,epilayers,3
7012,vn,2
7013,holograms,2
7014,sensor,7
7015,sustained,3
7016,videorate,3
7017,timeaveraged,3
7018,widefield,4
7019,permitted,2
7020,hologram,6
7021,noncontact,3
7022,sideband,9
7023,suitability,2
7024,heterodyne,3
7025,difficulties,8
7026,surveyed,5
7027,treatments,7
7028,conjectural,2
7029,theme,2
7030,parsecscale,7
7031,ejection,8
7032,multiepoch,2
7033,semimetals,2
7034,nodal,11
7035,protected,5
7036,halfmetallic,5
7037,gdn,2
7038,belongs,5
7039,gammag,3
7040,cardinality,7
7041,rgeq,4
7042,gammaggeq,2
7043,wiener,5
7044,eccentricity,5
7045,substituted,5
7046,branched,2
7047,diferences,2
7048,crystallographic,2
7049,trap,4
7050,unravel,2
7051,partitioning,5
7052,graphically,2
7053,voronoi,3
7054,realism,4
7055,fabryperot,6
7056,neighbour,7
7057,living,4
7058,ipg,2
7059,mri,3
7060,bruteforce,2
7061,hull,6
7062,blength,3
7063,neighbourhood,2
7064,geodesics,9
7065,schmidt,5
7066,fscr,6
7067,transversal,6
7068,member,9
7069,counterexample,3
7070,cofe2o4,2
7071,nife2o4,2
7072,multiferroic,4
7073,favors,4
7074,cation,5
7075,arrangements,3
7076,spinel,4
7077,ferrites,2
7078,singlelined,3
7079,nonkeplerian,3
7080,1m,3
7081,john,2
7082,zealand,3
7083,october,4
7084,august,5
7085,exception,4
7086,detectable,20
7087,rayleightaylor,2
7088,noted,6
7089,partial0mathscro,5
7090,partial1mathscro,2
7091,asubharmonic,5
7092,c2mathscro,3
7093,w2dmathrmlocmathscro,3
7094,strict,4
7095,win,2
7096,tritium,2
7097,selfsufficiency,2
7098,hpb,2
7099,alphaal2o3,6
7100,prf,2
7101,kinetics,4
7102,autoencoder,6
7103,nca,2
7104,matlab,4
7105,movement,4
7106,segmentation,5
7107,seeds,4
7108,extracting,7
7109,attributes,4
7110,knn,4
7111,focussed,2
7112,lambda2,4
7113,focal,6
7114,azimuthally,4
7115,annular,7
7116,zoo,3
7117,alfalfa,2
7118,blind,6
7119,inhibits,3
7120,triggering,5
7121,strangulation,2
7122,diffracted,6
7123,displacements,4
7124,misalignment,6
7125,herbig,2
7126,aebe,2
7127,bootis,2
7128,hd,12
7129,ode,8
7130,executed,2
7131,prefer,2
7132,delay,22
7133,stripping,9
7134,classically,7
7135,bundle,4
7136,joined,3
7137,photographic,6
7138,sne,33
7139,spirals,11
7140,snu,3
7141,ibc,4
7142,progenitor,7
7143,prototypes,7
7144,brittle,2
7145,eruptions,5
7146,eruption,10
7147,kappa,5
7148,twist,21
7149,kappaast,6
7150,proxy,8
7151,forcefree,4
7152,likelihoods,3
7153,needing,2
7154,blackbox,3
7155,gaussians,6
7156,univariate,4
7157,competitiveness,2
7158,delays,4
7159,handwritten,2
7160,par,2
7161,alongside,2
7162,bell,10
7163,stirling,2
7164,mathbb,8
7165,padic,2
7166,impedance,3
7167,incompatible,3
7168,gaasalgaas,3
7169,microwaveinduced,2
7170,miros,4
7171,cyclotron,4
7172,finitesize,3
7173,crossed,4
7174,directional,6
7175,lorentzian,5
7176,originated,3
7177,selectively,3
7178,quadrupolar,2
7179,superconductor,5
7180,linking,2
7181,pepsi,2
7182,adds,4
7183,photonics,3
7184,x2,5
7185,optimizing,7
7186,lda,6
7187,multifunctional,3
7188,intermixing,2
7189,tw,2
7190,hydrae,2
7191,eta,14
7192,tucanaehorologium,2
7193,squares,13
7194,youngest,5
7195,dex,24
7196,intractable,8
7197,loglikelihood,3
7198,reliably,6
7199,push,2
7200,tangential,6
7201,silica,6
7202,nanospheres,2
7203,linearlypolarized,3
7204,mesoscale,2
7205,unexpected,8
7206,nanoscale,9
7207,movements,2
7208,legacy,3
7209,cles,7
7210,rqes,3
7211,bsfs,3
7212,lightweighted,2
7213,flatter,3
7214,insideout,4
7215,scatters,3
7216,burst,19
7217,dry,3
7218,discoveries,4
7219,semimetal,8
7220,realizations,6
7221,tabletop,2
7222,aal,2
7223,val3,3
7224,distortions,6
7225,wideranging,2
7226,edgeon,4
7227,deflected,2
7228,milliarcsec,2
7229,arcs,3
7230,teleportation,3
7231,irreversible,6
7232,selfsimilarity,4
7233,stacks,3
7234,possessing,5
7235,circulating,2
7236,commercially,3
7237,spectrometer,11
7238,unprecedented,10
7239,opportunity,8
7240,ercsc,4
7241,archival,9
7242,opened,4
7243,seds,7
7244,richness,2
7245,objectives,11
7246,costs,5
7247,bottleneck,4
7248,communicationefficient,2
7249,subproblems,5
7250,user,14
7251,store,6
7252,users,14
7253,privacy,2
7254,rounds,2
7255,circumstances,4
7256,epositive,2
7257,bases,5
7258,conjectures,5
7259,deliver,4
7260,endoscopy,2
7261,parasitic,4
7262,kagome,3
7263,pursues,2
7264,srpt,3
7265,hd41076,4
7266,hd148330,4
7267,zeeman2,2
7268,phoenix,2
7269,mo,5
7270,sr,5
7271,zr,4
7272,ba,2
7273,ce,4
7274,nd,3
7275,stratification,7
7276,tbfe2,2
7277,pzt,3
7278,ceramics,5
7279,flakes,2
7280,bonding,12
7281,asca,4
7282,3c111,4
7283,21cm,3
7284,inhomogeneities,7
7285,claim,7
7286,radioquiet,2
7287,dyda,2
7288,gamnas,4
7289,rixs,3
7290,l3,2
7291,dd,4
7292,broader,7
7293,hybridization,9
7294,ligand,3
7295,nanodynamometer,3
7296,borninfeld,2
7297,4form,3
7298,rr,9
7299,bounce,5
7300,quantumclassical,2
7301,schechter,2
7302,massluminosity,3
7303,converted,6
7304,william,3
7305,la,6
7306,palma,3
7307,complemented,3
7308,indepth,5
7309,grand,6
7310,ends,10
7311,start,16
7312,cs,4
7313,polaritonic,6
7314,highindex,2
7315,rods,7
7316,sic,3
7317,diameters,4
7318,ensembles,11
7319,cpa,2
7320,epsilonnearzero,2
7321,ultimate,7
7322,radiationdriven,2
7323,extrema,3
7324,coincidence,11
7325,guiding,7
7326,fl,4
7327,invoking,3
7328,translation,2
7329,compactified,6
7330,orbifold,2
7331,n8,2
7332,usp2n,2
7333,zerobrane,2
7334,gflux,2
7335,sixteen,3
7336,fivebranes,2
7337,turning,5
7338,sectors,4
7339,compactification,5
7340,ment,2
7341,compactifications,5
7342,fertile,2
7343,ru,5
7344,rh,2
7345,ag,10
7346,os,5
7347,lowpower,5
7348,headon,4
7349,nss,2
7350,promptly,2
7351,head,2
7352,discovering,9
7353,bridge,15
7354,postulate,3
7355,axioms,9
7356,hypercontractivity,2
7357,v10,2
7358,r0,3
7359,hf,8
7360,elias,3
7361,afgl,4
7362,hfh2,2
7363,nh,3
7364,portions,2
7365,fluorine,2
7366,simplifying,2
7367,discrepancies,4
7368,weylwignergroenewoldmoyal,2
7369,wigner,24
7370,peaking,4
7371,peaked,3
7372,universes,3
7373,primeval,2
7374,kiloparsec,2
7375,sna,2
7376,repeated,4
7377,remnants,11
7378,regulating,2
7379,transports,4
7380,bh,8
7381,sio,18
7382,silicate,6
7383,indicated,14
7384,rests,2
7385,older,6
7386,seriously,2
7387,check,8
7388,triggers,4
7389,recalibrated,2
7390,greenhouse,2
7391,triggered,10
7392,sriro3,8
7393,epitaxially,2
7394,lsat,2
7395,straininduced,3
7396,floating,2
7397,extensiontrace,2
7398,keep,3
7399,convolution,8
7400,integrodifferential,2
7401,linearization,3
7402,fluidstructure,2
7403,fixing,5
7404,factorize,2
7405,biconvex,3
7406,powder,4
7407,magnetometry,2
7408,elongation,5
7409,co2,2
7410,hc,6
7411,kink,2
7412,emerges,10
7413,lowered,2
7414,ms,23
7415,ferrimagnet,2
7416,synthesize,2
7417,evaporating,3
7418,anode,3
7419,plate,3
7420,reactive,5
7421,gpa,9
7422,paradigm,18
7423,utilizing,8
7424,informative,8
7425,querying,2
7426,multiclass,16
7427,unlabelled,2
7428,informativeness,2
7429,catani,2
7430,subtraction,8
7431,unpolarized,8
7432,emitter,10
7433,trivially,2
7434,pertinent,3
7435,pass,6
7436,governs,2
7437,dilute,2
7438,mathbbr3,3
7439,lowestorder,3
7440,timedecay,2
7441,cmssm,4
7442,naturalness,3
7443,lep2,3
7444,worse,4
7445,delta100,2
7446,d5,2
7447,d6,2
7448,m8,2
7449,exclusion,3
7450,highvelocity,5
7451,parkes,2
7452,australia,5
7453,microcanonical,4
7454,interstitial,3
7455,locating,2
7456,supercell,4
7457,optimum,10
7458,debye,3
7459,interatomic,2
7460,weakened,2
7461,securely,2
7462,wavebands,3
7463,bolometric,9
7464,tentative,3
7465,rising,5
7466,longitudinally,2
7467,opposed,5
7468,monochromatic,12
7469,taylor,5
7470,robin,4
7471,plaplacian,2
7472,partialtmathcall,2
7473,addressing,3
7474,rn2,2
7475,oblique,6
7476,collapses,3
7477,freefall,4
7478,resemble,3
7479,irregularity,2
7480,starburst,19
7481,halfmass,3
7482,hrm,4
7483,agerm,2
7484,reside,4
7485,spheroid,3
7486,adp,3
7487,swallows,2
7488,subgrid,2
7489,underestimate,2
7490,unrealistically,3
7491,entities,2
7492,today,5
7493,pericentric,4
7494,passed,3
7495,pericentre,2
7496,z0,14
7497,destruction,5
7498,western,2
7499,hcn10,2
7500,bipolar,5
7501,pinpoint,2
7502,4dimensional,6
7503,supermetric,2
7504,roles,2
7505,adm,4
7506,kaluzaklein,5
7507,factorisation,7
7508,multivariate,16
7509,indian,4
7510,buffet,4
7511,ibp,4
7512,helps,4
7513,detuning,5
7514,revival,3
7515,changed,5
7516,conserved,14
7517,kacmoody,2
7518,algebras,7
7519,interpreting,5
7520,underestimated,5
7521,overestimated,8
7522,appendices,3
7523,aavso,2
7524,trgb,3
7525,mi,5
7526,sgr,2
7527,mounted,3
7528,fwhm,11
7529,vla,11
7530,campaign,4
7531,determinantal,3
7532,tasep,2
7533,enumeration,14
7534,catalan,7
7535,alphas,4
7536,narayana,2
7537,unweighted,2
7538,occupied,6
7539,stagewise,2
7540,devised,3
7541,residuals,9
7542,textures,4
7543,lacking,3
7544,lattices,9
7545,dmi,13
7546,antisymmetric,5
7547,igci,2
7548,audience,3
7549,vice,3
7550,versa,3
7551,twocenter,2
7552,fcc,2
7553,hcp,3
7554,energetics,6
7555,fpo,3
7556,philambda,2
7557,crossings,5
7558,peculiarities,4
7559,sketched,4
7560,nonbps,6
7561,d9branes,2
7562,iia,8
7563,d4branes,3
7564,ktheory,4
7565,spin12,5
7566,distinguishable,3
7567,incoming,9
7568,emerge,9
7569,hash,6
7570,mr,16
7571,cf,7
7572,smf,5
7573,natures,2
7574,hbn,5
7575,planewave,4
7576,shortcomings,2
7577,nonfree,2
7578,backaction,9
7579,modifies,5
7580,nascent,3
7581,eclipse,9
7582,linewidth,5
7583,celebrated,3
7584,violates,3
7585,violate,2
7586,morristhorne,3
7587,throat,6
7588,lymanalpha,19
7589,selfshielding,2
7590,slrs,2
7591,birth,9
7592,60fe,2
7593,contemporaneous,2
7594,grounds,4
7595,predictor,12
7596,mbhmg,3
7597,sigma2,3
7598,leastsquares,6
7599,whatever,2
7600,others,10
7601,statement,4
7602,alcubierre,2
7603,constitutive,2
7604,accordingly,4
7605,warp,7
7606,bubbles,12
7607,reconsidered,2
7608,keck,3
7609,shallower,3
7610,m83,3
7611,bring,3
7612,society,2
7613,incidental,2
7614,endogeneity,2
7615,salient,2
7616,viability,3
7617,sparsest,2
7618,wrong,7
7619,recognized,3
7620,deuterium,3
7621,highlying,2
7622,andreev,6
7623,24um,6
7624,70um,2
7625,factoring,2
7626,sco,2
7627,tunnelling,5
7628,trilayer,4
7629,sensible,2
7630,transmittance,6
7631,athens,2
7632,anmodap,2
7633,forbush,3
7634,geomagnetic,2
7635,interplanetary,5
7636,disturbances,4
7637,cmes,10
7638,initiation,2
7639,semileptonic,4
7640,lightfront,3
7641,languages,9
7642,dees,3
7643,computes,5
7644,tis,4
7645,absolutely,3
7646,jackiw,2
7647,pendulum,3
7648,goldstone,3
7649,diffeomorphism,6
7650,massindependent,4
7651,regularisation,4
7652,tadpole,2
7653,ghost,6
7654,valueadded,2
7655,nasa,2
7656,crossmatched,2
7657,equalmass,3
7658,elevated,3
7659,morawetz,2
7660,beginequation,3
7661,eit,4
7662,endequation,3
7663,a2,6
7664,twobody,3
7665,discreteness,2
7666,nested,2
7667,astronomical,5
7668,anticorrelation,5
7669,cosmicray,4
7670,overestimate,4
7671,pillars,6
7672,m16,2
7673,debated,2
7674,pillar,2
7675,ending,2
7676,d7branes,2
7677,so2,2
7678,stringy,2
7679,happen,4
7680,halllittlewood,2
7681,bulgedisk,3
7682,sc,15
7683,magnitudelimited,3
7684,dnp,2
7685,nmr,7
7686,khz,3
7687,protons,16
7688,suspended,6
7689,solvent,5
7690,d2o,2
7691,remained,5
7692,chemisorption,2
7693,nondestructive,2
7694,mems,2
7695,micro,2
7696,mudelta,4
7697,globalintime,3
7698,nucleated,2
7699,psf,4
7700,subpopulations,2
7701,sim2,2
7702,management,4
7703,signs,11
7704,regeneration,4
7705,reversed,2
7706,w15,4
7707,frmr0,2
7708,nlsh,5
7709,hdelta,4
7710,fu,3
7711,1leq,2
7712,min,5
7713,mclass,2
7714,m66,2
7715,m10,3
7716,halfturn,3
7717,twists,2
7718,rooted,8
7719,phl1092,4
7720,strongest,2
7721,feii,17
7722,blr,9
7723,caii,5
7724,nir,16
7725,fluorescence,5
7726,refraction,7
7727,backscattering,4
7728,sio2,12
7729,nanoislands,3
7730,fluence,3
7731,nano,4
7732,gyroscopic,2
7733,flip,3
7734,filament,40
7735,g8265200,2
7736,fragmented,2
7737,12co,8
7738,13co,9
7739,dotm,3
7740,mgii,10
7741,intermediateredshift,2
7742,responsivity,3
7743,eliminating,3
7744,rescaling,3
7745,robustly,5
7746,organicinorganic,2
7747,hps,2
7748,qm,4
7749,hp,2
7750,hopping,7
7751,photovoltaic,3
7752,neighboring,3
7753,methylammonium,3
7754,cations,2
7755,ch3nh3pbi3,2
7756,mapbi3,3
7757,nearestneighbor,4
7758,disordered,8
7759,tetragonal,2
7760,axionic,3
7761,axion,15
7762,kalbramond,2
7763,solarsystem,2
7764,palomar,2
7765,abelian,23
7766,freedmantownsend,2
7767,cohomological,3
7768,locality,4
7769,preservation,3
7770,accompanying,5
7771,adjusting,3
7772,mathbbrd,4
7773,transfers,8
7774,cotunneling,2
7775,plateau,5
7776,stringent,7
7777,starlight,2
7778,pointings,2
7779,midplane,6
7780,photometrically,6
7781,brillouin,9
7782,bls,2
7783,updown,2
7784,spinwave,5
7785,optic,4
7786,tilts,3
7787,fullwave,3
7788,multistability,2
7789,graphenewrapped,3
7790,multistate,2
7791,selfassembled,7
7792,manganese,3
7793,singleparticle,4
7794,spinmn,2
7795,pomeron,3
7796,polarised,2
7797,grs1124684,3
7798,cen,3
7799,x4,2
7800,ultracam,2
7801,ellipsoidal,2
7802,nucleons,3
7803,rsun,4
7804,advectiondominated,3
7805,illustration,4
7806,reconsider,2
7807,interacts,3
7808,parah2,2
7809,familiar,5
7810,absorptions,4
7811,multiarmed,8
